date,areaType,areaCode,areaName,hospitalCases
"2020-12-22",nation,W92000004,Wales,1727
"2020-12-21",nation,W92000004,Wales,1683
"2020-12-20",nation,W92000004,Wales,1652
"2020-12-19",nation,W92000004,Wales,1605
"2020-12-18",nation,W92000004,Wales,1585
"2020-12-17",nation,W92000004,Wales,1573
"2020-12-16",nation,W92000004,Wales,1513
"2020-12-15",nation,W92000004,Wales,1525
"2020-12-14",nation,W92000004,Wales,1529
"2020-12-13",nation,W92000004,Wales,1425
"2020-12-12",nation,W92000004,Wales,1370
"2020-12-11",nation,W92000004,Wales,1385
"2020-12-10",nation,W92000004,Wales,1328
"2020-12-09",nation,W92000004,Wales,1280
"2020-12-08",nation,W92000004,Wales,1231
"2020-12-07",nation,W92000004,Wales,1208
"2020-12-06",nation,W92000004,Wales,1199
"2020-12-05",nation,W92000004,Wales,1167
"2020-12-04",nation,W92000004,Wales,1175
"2020-12-03",nation,W92000004,Wales,1187
"2020-12-02",nation,W92000004,Wales,1180
"2020-12-01",nation,W92000004,Wales,1171
"2020-11-30",nation,W92000004,Wales,1151
"2020-11-29",nation,W92000004,Wales,1125
"2020-11-28",nation,W92000004,Wales,1106
"2020-11-27",nation,W92000004,Wales,1129
"2020-11-26",nation,W92000004,Wales,1134
"2020-11-25",nation,W92000004,Wales,1128
"2020-11-24",nation,W92000004,Wales,1114
"2020-11-23",nation,W92000004,Wales,1150
"2020-11-22",nation,W92000004,Wales,1105
"2020-11-21",nation,W92000004,Wales,1125
"2020-11-20",nation,W92000004,Wales,1100
"2020-11-19",nation,W92000004,Wales,1140
"2020-11-18",nation,W92000004,Wales,1121
"2020-11-17",nation,W92000004,Wales,1143
"2020-11-16",nation,W92000004,Wales,1127
"2020-11-15",nation,W92000004,Wales,1104
"2020-11-14",nation,W92000004,Wales,1080
"2020-11-13",nation,W92000004,Wales,1060
"2020-11-12",nation,W92000004,Wales,1066
"2020-11-11",nation,W92000004,Wales,1054
"2020-11-10",nation,W92000004,Wales,1044
"2020-11-09",nation,W92000004,Wales,1030
"2020-11-08",nation,W92000004,Wales,992
"2020-11-07",nation,W92000004,Wales,953
"2020-11-06",nation,W92000004,Wales,945
"2020-11-05",nation,W92000004,Wales,946
"2020-11-04",nation,W92000004,Wales,914
"2020-11-03",nation,W92000004,Wales,900
"2020-11-02",nation,W92000004,Wales,866
"2020-11-01",nation,W92000004,Wales,809
"2020-10-31",nation,W92000004,Wales,794
"2020-10-30",nation,W92000004,Wales,762
"2020-10-29",nation,W92000004,Wales,739
"2020-10-28",nation,W92000004,Wales,695
"2020-10-27",nation,W92000004,Wales,685
"2020-10-26",nation,W92000004,Wales,654
"2020-10-25",nation,W92000004,Wales,612
"2020-10-24",nation,W92000004,Wales,575
"2020-10-23",nation,W92000004,Wales,571
"2020-10-22",nation,W92000004,Wales,550
"2020-10-21",nation,W92000004,Wales,524
"2020-10-20",nation,W92000004,Wales,492
"2020-10-19",nation,W92000004,Wales,491
"2020-10-18",nation,W92000004,Wales,482
"2020-10-17",nation,W92000004,Wales,437
"2020-10-16",nation,W92000004,Wales,442
"2020-10-15",nation,W92000004,Wales,414
"2020-10-14",nation,W92000004,Wales,384
"2020-10-13",nation,W92000004,Wales,345
"2020-10-12",nation,W92000004,Wales,348
"2020-10-11",nation,W92000004,Wales,327
"2020-10-10",nation,W92000004,Wales,292
"2020-10-09",nation,W92000004,Wales,291
"2020-10-08",nation,W92000004,Wales,284
"2020-10-07",nation,W92000004,Wales,277
"2020-10-06",nation,W92000004,Wales,261
"2020-10-05",nation,W92000004,Wales,249
"2020-10-04",nation,W92000004,Wales,230
"2020-10-03",nation,W92000004,Wales,220
"2020-10-02",nation,W92000004,Wales,218
"2020-10-01",nation,W92000004,Wales,214
"2020-09-30",nation,W92000004,Wales,211
"2020-09-29",nation,W92000004,Wales,205
"2020-09-28",nation,W92000004,Wales,188
"2020-09-27",nation,W92000004,Wales,172
"2020-09-26",nation,W92000004,Wales,136
"2020-09-25",nation,W92000004,Wales,145
"2020-09-24",nation,W92000004,Wales,115
"2020-09-23",nation,W92000004,Wales,111
"2020-09-22",nation,W92000004,Wales,93
"2020-09-21",nation,W92000004,Wales,99
"2020-09-20",nation,W92000004,Wales,82
"2020-09-19",nation,W92000004,Wales,82
"2020-09-18",nation,W92000004,Wales,68
"2020-09-17",nation,W92000004,Wales,55
"2020-09-16",nation,W92000004,Wales,54
"2020-09-15",nation,W92000004,Wales,53
"2020-09-14",nation,W92000004,Wales,45
"2020-09-13",nation,W92000004,Wales,36
"2020-09-12",nation,W92000004,Wales,42
"2020-09-11",nation,W92000004,Wales,42
"2020-09-10",nation,W92000004,Wales,48
"2020-09-09",nation,W92000004,Wales,37
"2020-09-08",nation,W92000004,Wales,35
"2020-09-07",nation,W92000004,Wales,38
"2020-09-06",nation,W92000004,Wales,36
"2020-09-05",nation,W92000004,Wales,39
"2020-09-04",nation,W92000004,Wales,35
"2020-09-03",nation,W92000004,Wales,38
"2020-09-02",nation,W92000004,Wales,42
"2020-09-01",nation,W92000004,Wales,43
"2020-08-31",nation,W92000004,Wales,42
"2020-08-30",nation,W92000004,Wales,47
"2020-08-29",nation,W92000004,Wales,42
"2020-08-28",nation,W92000004,Wales,41
"2020-08-27",nation,W92000004,Wales,41
"2020-08-26",nation,W92000004,Wales,48
"2020-08-25",nation,W92000004,Wales,48
"2020-08-24",nation,W92000004,Wales,50
"2020-08-23",nation,W92000004,Wales,51
"2020-08-22",nation,W92000004,Wales,52
"2020-08-21",nation,W92000004,Wales,55
"2020-08-20",nation,W92000004,Wales,59
"2020-08-19",nation,W92000004,Wales,60
"2020-08-18",nation,W92000004,Wales,61
"2020-08-17",nation,W92000004,Wales,71
"2020-08-16",nation,W92000004,Wales,71
"2020-08-15",nation,W92000004,Wales,69
"2020-08-14",nation,W92000004,Wales,70
"2020-08-13",nation,W92000004,Wales,68
"2020-08-12",nation,W92000004,Wales,69
"2020-08-11",nation,W92000004,Wales,69
"2020-08-10",nation,W92000004,Wales,78
"2020-08-09",nation,W92000004,Wales,82
"2020-08-08",nation,W92000004,Wales,88
"2020-08-07",nation,W92000004,Wales,96
"2020-08-06",nation,W92000004,Wales,103
"2020-08-05",nation,W92000004,Wales,105
"2020-08-04",nation,W92000004,Wales,115
"2020-08-03",nation,W92000004,Wales,119
"2020-08-02",nation,W92000004,Wales,116
"2020-08-01",nation,W92000004,Wales,124
"2020-07-31",nation,W92000004,Wales,116
"2020-07-30",nation,W92000004,Wales,132
"2020-07-29",nation,W92000004,Wales,137
"2020-07-28",nation,W92000004,Wales,136
"2020-07-27",nation,W92000004,Wales,130
"2020-07-26",nation,W92000004,Wales,127
"2020-07-25",nation,W92000004,Wales,129
"2020-07-24",nation,W92000004,Wales,132
"2020-07-23",nation,W92000004,Wales,132
"2020-07-22",nation,W92000004,Wales,123
"2020-07-21",nation,W92000004,Wales,118
"2020-07-20",nation,W92000004,Wales,130
"2020-07-19",nation,W92000004,Wales,113
"2020-07-18",nation,W92000004,Wales,125
"2020-07-17",nation,W92000004,Wales,119
"2020-07-16",nation,W92000004,Wales,136
"2020-07-15",nation,W92000004,Wales,131
"2020-07-14",nation,W92000004,Wales,136
"2020-07-13",nation,W92000004,Wales,140
"2020-07-12",nation,W92000004,Wales,133
"2020-07-11",nation,W92000004,Wales,127
"2020-07-10",nation,W92000004,Wales,133
"2020-07-09",nation,W92000004,Wales,172
"2020-07-08",nation,W92000004,Wales,177
"2020-07-07",nation,W92000004,Wales,181
"2020-07-06",nation,W92000004,Wales,186
"2020-07-05",nation,W92000004,Wales,187
"2020-07-04",nation,W92000004,Wales,190
"2020-07-03",nation,W92000004,Wales,198
"2020-07-02",nation,W92000004,Wales,206
"2020-07-01",nation,W92000004,Wales,218
"2020-06-30",nation,W92000004,Wales,234
"2020-06-29",nation,W92000004,Wales,235
"2020-06-28",nation,W92000004,Wales,246
"2020-06-27",nation,W92000004,Wales,232
"2020-06-26",nation,W92000004,Wales,254
"2020-06-25",nation,W92000004,Wales,265
"2020-06-24",nation,W92000004,Wales,270
"2020-06-23",nation,W92000004,Wales,281
"2020-06-22",nation,W92000004,Wales,297
"2020-06-21",nation,W92000004,Wales,280
"2020-06-20",nation,W92000004,Wales,271
"2020-06-19",nation,W92000004,Wales,276
"2020-06-18",nation,W92000004,Wales,285
"2020-06-17",nation,W92000004,Wales,288
"2020-06-16",nation,W92000004,Wales,303
"2020-06-15",nation,W92000004,Wales,306
"2020-06-14",nation,W92000004,Wales,293
"2020-06-13",nation,W92000004,Wales,291
"2020-06-12",nation,W92000004,Wales,294
"2020-06-11",nation,W92000004,Wales,315
"2020-06-10",nation,W92000004,Wales,319
"2020-06-09",nation,W92000004,Wales,341
"2020-06-08",nation,W92000004,Wales,352
"2020-06-07",nation,W92000004,Wales,383
"2020-06-06",nation,W92000004,Wales,404
"2020-06-05",nation,W92000004,Wales,392
"2020-06-04",nation,W92000004,Wales,395
"2020-06-03",nation,W92000004,Wales,399
"2020-06-02",nation,W92000004,Wales,427
"2020-06-01",nation,W92000004,Wales,431
"2020-05-31",nation,W92000004,Wales,433
"2020-05-30",nation,W92000004,Wales,423
"2020-05-29",nation,W92000004,Wales,431
"2020-05-28",nation,W92000004,Wales,438
"2020-05-27",nation,W92000004,Wales,425
"2020-05-26",nation,W92000004,Wales,436
"2020-05-25",nation,W92000004,Wales,380
"2020-05-24",nation,W92000004,Wales,393
"2020-05-23",nation,W92000004,Wales,383
"2020-05-22",nation,W92000004,Wales,385
"2020-05-21",nation,W92000004,Wales,309
"2020-05-20",nation,W92000004,Wales,324
"2020-05-19",nation,W92000004,Wales,329
"2020-05-18",nation,W92000004,Wales,356
"2020-05-17",nation,W92000004,Wales,373
"2020-05-16",nation,W92000004,Wales,378
"2020-05-15",nation,W92000004,Wales,336
"2020-05-14",nation,W92000004,Wales,364
"2020-05-13",nation,W92000004,Wales,394
"2020-05-12",nation,W92000004,Wales,425
"2020-05-11",nation,W92000004,Wales,465
"2020-05-10",nation,W92000004,Wales,461
"2020-05-09",nation,W92000004,Wales,448
"2020-05-08",nation,W92000004,Wales,416
"2020-05-07",nation,W92000004,Wales,470
"2020-05-06",nation,W92000004,Wales,478
"2020-05-05",nation,W92000004,Wales,501
"2020-05-04",nation,W92000004,Wales,538
"2020-05-03",nation,W92000004,Wales,539
"2020-05-02",nation,W92000004,Wales,521
"2020-05-01",nation,W92000004,Wales,529
"2020-04-30",nation,W92000004,Wales,643
"2020-04-29",nation,W92000004,Wales,664
"2020-04-28",nation,W92000004,Wales,676
"2020-04-27",nation,W92000004,Wales,734
"2020-04-26",nation,W92000004,Wales,710
"2020-04-25",nation,W92000004,Wales,719
"2020-04-24",nation,W92000004,Wales,743
"2020-04-23",nation,W92000004,Wales,741
"2020-04-22",nation,W92000004,Wales,773
"2020-04-21",nation,W92000004,Wales,838
"2020-04-20",nation,W92000004,Wales,853
"2020-04-19",nation,W92000004,Wales,828
"2020-04-18",nation,W92000004,Wales,818
"2020-04-17",nation,W92000004,Wales,825
"2020-04-16",nation,W92000004,Wales,844
"2020-04-15",nation,W92000004,Wales,884
"2020-04-14",nation,W92000004,Wales,919
"2020-04-13",nation,W92000004,Wales,897
"2020-04-12",nation,W92000004,Wales,910
"2020-04-11",nation,W92000004,Wales,865
"2020-04-10",nation,W92000004,Wales,833
"2020-04-09",nation,W92000004,Wales,795
"2020-04-08",nation,W92000004,Wales,816
"2020-04-07",nation,W92000004,Wales,738
"2020-04-06",nation,W92000004,Wales,731
"2020-04-05",nation,W92000004,Wales,664
"2020-04-04",nation,W92000004,Wales,596
"2020-04-03",nation,W92000004,Wales,568
"2020-04-02",nation,W92000004,Wales,525
"2020-04-01",nation,W92000004,Wales,483
"2020-03-31",nation,W92000004,Wales,439
"2020-03-30",nation,W92000004,Wales,387
"2020-03-29",nation,W92000004,Wales,329
"2020-03-28",nation,W92000004,Wales,310
"2020-03-27",nation,W92000004,Wales,243
"2020-03-26",nation,W92000004,Wales,203
"2020-03-25",nation,W92000004,Wales,188
"2020-03-24",nation,W92000004,Wales,150
"2020-03-23",nation,W92000004,Wales,110